FID,PolygonID,HabType,CumEggs,PolygonAreaLL,PolygonAream2,EggDensityperHA,lnEggDensity,log10EggDensity
11920,11921,MWROW0,0,2500.00022,2500.00022,0,#NAME?,#NAME?
11921,11922,MWROW0,0,2476.463547,2476.463547,0,#NAME?,#NAME?
11922,11923,MWROW0,0,4210.576457,4210.576457,0,#NAME?,#NAME?
11923,11924,MWROW0,0,2481.762956,2481.762956,0,#NAME?,#NAME?
11924,11925,MWROW0,0,2499.99937,2499.99937,0,#NAME?,#NAME?
11925,11926,MWROW0,0,2499.9627,2499.9627,0,#NAME?,#NAME?
11926,11927,MWROW0,0,2499.99816,2499.99816,0,#NAME?,#NAME?
11927,11928,MWROW0,0,2499.999883,2499.999883,0,#NAME?,#NAME?
11928,11929,MWROW0,0,2500.001535,2500.001535,0,#NAME?,#NAME?
11929,11930,MWROW0,0,2500.001758,2500.001758,0,#NAME?,#NAME?
11930,11931,MWROW0,0,2477.198748,2477.198748,0,#NAME?,#NAME?
11931,11932,MWROW0,0,2500.000642,2500.000642,0,#NAME?,#NAME?
11932,11933,MWROW0,0,2499.982696,2499.982696,0,#NAME?,#NAME?
11933,11934,MWROW0,0,2487.991135,2487.991135,0,#NAME?,#NAME?
11934,11935,MWROW0,0,2494.528665,2494.528665,0,#NAME?,#NAME?
11935,11936,MWROW0,0,2499.967906,2499.967906,0,#NAME?,#NAME?
11936,11937,MWROW0,0,2500.000613,2500.000613,0,#NAME?,#NAME?
11937,11938,MWROW0,0,2472.504425,2472.504425,0,#NAME?,#NAME?
11938,11939,MWROW0,0,2500.002079,2500.002079,0,#NAME?,#NAME?
11939,11940,MWROW0,0,2500.001511,2500.001511,0,#NAME?,#NAME?
11940,11941,MWROW0,0,2500.000667,2500.000667,0,#NAME?,#NAME?
11941,11942,MWROW0,0,2457.948712,2457.948712,0,#NAME?,#NAME?
11942,11943,MWROW0,0,2500.003884,2500.003884,0,#NAME?,#NAME?
11943,11944,MWROW0,0,2500.000691,2500.000691,0,#NAME?,#NAME?
11944,11945,MWROW0,0,2500.00003,2500.00003,0,#NAME?,#NAME?
11945,11946,MWROW0,0,2500.001412,2500.001412,0,#NAME?,#NAME?
11946,11947,MWROW0,0,2500.00275,2500.00275,0,#NAME?,#NAME?
11947,11948,MWROW0,0,2658.630537,2658.630537,0,#NAME?,#NAME?
11948,11949,MWROW0,0,2499.999827,2499.999827,0,#NAME?,#NAME?
11949,11950,MWROW0,0,2500.000622,2500.000622,0,#NAME?,#NAME?
11950,11951,MWROW0,0,2577.442834,2577.442834,0,#NAME?,#NAME?
11951,11952,MWROW0,0,2481.062276,2481.062276,0,#NAME?,#NAME?
11952,11953,MWROW0,0,2500.001309,2500.001309,0,#NAME?,#NAME?
11953,11954,MWROW0,0,2499.99642,2499.99642,0,#NAME?,#NAME?
11954,11955,MWROW0,0,2484.270052,2484.270052,0,#NAME?,#NAME?
11955,11956,MWROW0,0,2500.001475,2500.001475,0,#NAME?,#NAME?
11956,11957,MWROW0,0,2500.004594,2500.004594,0,#NAME?,#NAME?
11957,11958,MWROW0,0,2499.997372,2499.997372,0,#NAME?,#NAME?
11958,11959,MWROW0,0,2499.996514,2499.996514,0,#NAME?,#NAME?
11959,11960,MWROW0,0,2499.99994,2499.99994,0,#NAME?,#NAME?
11960,11961,MWROW0,0,2458.809725,2458.809725,0,#NAME?,#NAME?
11961,11962,MWROW0,0,2490.932565,2490.932565,0,#NAME?,#NAME?
11962,11963,MWROW0,0,2469.556455,2469.556455,0,#NAME?,#NAME?
11963,11964,MWROW0,0,2499.997068,2499.997068,0,#NAME?,#NAME?
11964,11965,MWROW0,0,2500.003868,2500.003868,0,#NAME?,#NAME?
11965,11966,MWROW0,0,2488.307393,2488.307393,0,#NAME?,#NAME?
11966,11967,MWROW0,0,2500.002651,2500.002651,0,#NAME?,#NAME?
11967,11968,MWROW0,0,2500.000888,2500.000888,0,#NAME?,#NAME?
11968,11969,MWROW0,0,2465.485954,2465.485954,0,#NAME?,#NAME?
11969,11970,MWROW0,0,2500.200193,2500.200193,0,#NAME?,#NAME?
11970,11971,MWROW0,0,2506.87395,2506.87395,0,#NAME?,#NAME?
11971,11972,MWROW0,0,2500.000351,2500.000351,0,#NAME?,#NAME?
11972,11973,MWROW0,0,2499.999744,2499.999744,0,#NAME?,#NAME?
11973,11974,MWROW0,0,2499.9996,2499.9996,0,#NAME?,#NAME?
11974,11975,MWROW0,0,2495.102834,2495.102834,0,#NAME?,#NAME?
11975,11976,MWROW0,0,2715.795459,2715.795459,0,#NAME?,#NAME?
11976,11977,MWROW0,0,2500.341715,2500.341715,0,#NAME?,#NAME?
11977,11978,MWROW0,0,3690.267459,3690.267459,0,#NAME?,#NAME?
11978,11979,MWROW0,0,4821.423523,4821.423523,0,#NAME?,#NAME?
11979,11980,MWROW0,0,5334.964629,5334.964629,0,#NAME?,#NAME?
11980,11981,MWROW0,0,2498.707337,2498.707337,0,#NAME?,#NAME?
11981,11982,MWROW0,0,2763.471831,2763.471831,0,#NAME?,#NAME?
11982,11983,MWROW0,0,3252.753148,3252.753148,0,#NAME?,#NAME?
11983,11984,MWROW0,0,2479.739357,2479.739357,0,#NAME?,#NAME?
11984,11985,MWROW0,0,2657.871403,2657.871403,0,#NAME?,#NAME?
11985,11986,MWROW0,0,4695.573352,4695.573352,0,#NAME?,#NAME?
11986,11987,MWROW0,0,2502.426075,2502.426075,0,#NAME?,#NAME?
11987,11988,MWROW0,0,2487.154672,2487.154672,0,#NAME?,#NAME?
11988,11989,MWROW0,0,2287.881853,2287.881853,0,#NAME?,#NAME?
11989,11990,MWROW0,0,2479.972422,2479.972422,0,#NAME?,#NAME?
11990,11991,MWROW0,0,2489.820369,2489.820369,0,#NAME?,#NAME?
11991,11992,MWROW0,0,2733.925664,2733.925664,0,#NAME?,#NAME?
11992,11993,MWROW0,0,5174.101389,5174.101389,0,#NAME?,#NAME?
11993,11994,MWROW0,0,2486.205145,2486.205145,0,#NAME?,#NAME?
11994,11995,MWROW0,0,2465.704678,2465.704678,0,#NAME?,#NAME?
11995,11996,MWROW0,0,2497.290728,2497.290728,0,#NAME?,#NAME?
11996,11997,MWROW0,0,3201.220563,3201.220563,0,#NAME?,#NAME?
11997,11998,MWROW0,0,2524.084902,2524.084902,0,#NAME?,#NAME?
11998,11999,MWROW0,0,3286.09729,3286.09729,0,#NAME?,#NAME?
11999,12000,MWROW1-5,8,2499.999963,2499.999963,32.00000047,3.465735918,1.505149985
12000,12001,MWROW1-5,34,2499.999542,2499.999542,136.0000249,4.912655069,2.133538988
12001,12002,MWROW1-5,32,2480.510445,2480.510445,129.0057055,4.859856632,2.110608918
12002,12003,MWROW1-5,24,2500.001185,2500.001185,95.9999545,4.564347717,1.982271027
12003,12004,MWROW1-5,18,2465.507422,2465.507422,73.00728377,4.290559214,1.863366191
12004,12005,MWROW1-5,10,2499.998375,2499.998375,40.000026,3.688880104,1.602060274
12005,12006,MWROW1-5,10,2499.999374,2499.999374,40.00001002,3.688879705,1.6020601
12006,12007,MWROW1-5,4,2500.00244,2500.00244,15.99998438,2.772587746,1.204119559
12007,12008,MWROW1-5,10,2500.002956,2500.002956,39.9999527,3.688878272,1.602059478
12008,12009,MWROW1-5,6,2499.997641,2499.997641,24.00002265,3.178054774,1.380211652
12009,12010,MWROW1-5,14,2500.000202,2500.000202,55.99999548,4.02535161,1.748187992
12010,12011,MWROW1-5,24,2499.998288,2499.998288,96.00006574,4.564348876,1.98227153
12011,12012,MWROW1-5,12,2499.999757,2499.999757,48.00000467,3.871201108,1.68124128
12012,12013,MWROW1-5,22,2467.140443,2467.140443,89.17206178,4.490567782,1.950228808
12013,12014,MWROW1-5,24,2499.997769,2499.997769,96.00008567,4.564349084,1.982271621
12014,12015,MWROW1-5,80,2500.001605,2500.001605,319.9997946,5.768320354,2.5051497
12015,12016,MWROW1-5,14,2500.001872,2500.001872,55.99995807,4.025350942,1.748187702
12016,12017,MWROW1-5,28,2499.997797,2499.997797,112.0000987,4.718499752,2.049218405
12017,12018,MWROW1-5,26,2499.998869,2499.998869,104.000047,4.644391352,2.017033536
12018,12019,MWROW1-5,6,2500.00112,2500.00112,23.99998925,3.178053382,1.380211047
12019,12020,MWROW1-5,40,2500.000243,2500.000243,159.9999844,5.075173718,2.20411994
12020,12021,MWROW1-5,22,2499.995352,2499.995352,88.00016361,4.477338674,1.94448348
12021,12022,MWROW1-5,22,2499.996467,2499.996467,88.00012436,4.477338228,1.944483286
12022,12023,MWROW1-5,22,2517.227432,2517.227432,87.39774452,4.470469476,1.941500225
12023,12024,MWROW1-5,4,2499.999666,2499.999666,16.00000214,2.772588856,1.204120041
12024,12025,MWROW1-5,8,2499.998737,2499.998737,32.00001617,3.465736408,1.505150198
12025,12026,MWROW1-5,6,2500.002275,2500.002275,23.99997816,3.17805292,1.380210847
12026,12027,MWROW1-5,14,3996.687429,3996.687429,35.02900902,3.556176547,1.544427851
12027,12028,MWROW1-5,10,2499.997814,2499.997814,40.00003498,3.688880329,1.602060371
12028,12029,MWROW1-5,34,2500.003509,2500.003509,135.9998091,4.912653482,2.133538299
12029,12030,MWROW1-5,16,2500.002709,2500.002709,63.99993065,4.158882,1.806179503
12030,12031,MWROW1-5,12,2491.488615,2491.488615,48.16397686,3.874611374,1.682722339
12031,12032,MWROW1-5,6,2499.996833,2499.996833,24.0000304,3.178055097,1.380211792
12032,12033,MWROW1-5,4,2465.126856,2465.126856,16.22634547,2.786636185,1.210220718
12033,12034,MWROW1-5,10,2499.969983,2499.969983,40.00048028,3.688891461,1.602065206
12034,12035,MWROW1-5,6,2499.997338,2499.997338,24.00002556,3.178054895,1.380211704
12035,12036,MWROW1-5,14,2499.99983,2499.99983,56.00000381,4.025351759,1.748188057
12036,12037,MWROW1-5,26,2500.004555,2500.004555,103.9998105,4.644389077,2.017032548
12037,12038,MWROW1-5,10,2499.999799,2499.999799,40.00000322,3.688879535,1.602060026
12038,12039,MWROW1-5,4,2499.999093,2499.999093,16.0000058,2.772589085,1.20412014
12039,12040,MWROW1-5,10,2456.946481,2456.946481,40.70092726,3.706250875,1.609604304
12040,12041,MWROW1-5,12,2489.08636,2489.08636,48.21046064,3.875576023,1.683141281
12041,12042,MWROW1-5,26,2499.99929,2499.99929,104.0000295,4.644391183,2.017033463
12042,12043,MWROW1-5,26,2454.889741,2454.889741,105.9110703,4.662599783,2.024941357
12043,12044,MWROW1-5,30,2492.681824,2492.681824,120.3523037,4.790423306,2.080454408
12044,12045,MWROW1-5,6,2499.995816,2499.995816,24.00004017,3.178055504,1.380211969
12045,12046,MWROW1-5,68,4664.18502,4664.18502,145.7918151,4.98217968,2.163733143
12046,12047,MWROW1-5,24,2499.9996,2499.9996,96.00001536,4.564348351,1.982271303
12047,12048,MWROW1-5,10,2500.003014,2500.003014,39.99995178,3.688878249,1.602059468
12048,12049,MWROW1-5,18,2499.998488,2499.998488,72.00004355,4.276666724,1.857332759
12049,12050,MWROW1-5,14,2500.00312,2500.00312,55.99993011,4.025350443,1.748187485
12050,12051,MWROW1-5,6,2498.093868,2498.093868,24.01831283,3.178816574,1.380542497
12051,12052,MWROW1-5,14,2499.998893,2499.998893,56.0000248,4.025352134,1.748188219
12052,12053,MWROW1-5,22,2494.916032,2494.916032,88.17932034,4.479372472,1.945366747
12053,12054,MWROW1-5,18,2499.997327,2499.997327,72.00007698,4.276667188,1.857332961
12054,12055,MWROW1-5,20,2500.000239,2500.000239,79.99999235,4.382026539,1.903089945
12055,12056,MWROW1-5,4,2500.000188,2500.000188,15.9999988,2.772588647,1.20411995
12056,12057,MWROW1-5,8,2499.985842,2499.985842,32.00018122,3.465741566,1.505152438
12057,12058,MWROW1-5,12,2500.00065,2500.00065,47.99998752,3.871200751,1.681241124
12058,12059,MWROW1-5,4,2499.997886,2499.997886,16.00001353,2.772589568,1.20412035
12059,12060,MWROW1-5,8,2500.002487,2500.002487,31.99996817,3.465734908,1.505149546
12060,12061,MWROW1-5,10,2500.000172,2500.000172,39.99999725,3.688879385,1.602059961
12061,12062,MWROW1-5,10,2500.204272,2500.204272,39.99673192,3.688797749,1.602024507
12062,12063,MWROW1-5,24,2500.002539,2500.002539,95.9999025,4.564347176,1.982270792
12063,12064,MWROW1-5,18,2500.001484,2500.001484,71.99995726,4.276665525,1.857332239
12064,12065,MWROW1-5,36,2499.999255,2499.999255,144.0000429,4.969813598,2.158362622
12065,12066,MWROW1-5,26,2499.997437,2499.997437,104.0001066,4.644391924,2.017033785
12066,12067,MWROW1-5,18,2500.000572,2500.000572,71.99998353,4.27666589,1.857332397
12067,12068,MWROW1-5,14,2499.998987,2499.998987,56.00002269,4.025352096,1.748188203
12068,12069,MWROW1-5,6,2499.998889,2499.998889,24.00001067,3.178054275,1.380211435
12069,12070,MWROW1-5,14,2500.000134,2500.000134,55.999997,4.025351637,1.748188004
12070,12071,MWROW1-5,24,2500.001227,2500.001227,95.99995288,4.564347701,1.98227102
12071,12072,MWROW1-5,8,2499.999664,2499.999664,32.0000043,3.465736037,1.505150037
12072,12073,MWROW1-5,18,2499.997258,2499.997258,72.00007897,4.276667216,1.857332973
12073,12074,MWROW1-5,6,2499.994715,2499.994715,24.00005074,3.178055944,1.38021216
12074,12075,MWROW1-5,6,2499.999691,2499.999691,24.00000297,3.178053954,1.380211295
12075,12076,MWROW1-5,24,2500.000592,2500.000592,95.99997727,4.564347955,1.98227113
12076,12077,MWROW1-5,6,2499.98923,2499.98923,24.00010339,3.178058138,1.380213113
12077,12078,MWROW1-5,6,2500.000921,2500.000921,23.99999116,3.178053462,1.380211082
12078,12079,MWROW1-5,14,2499.999963,2499.999963,56.00000083,4.025351706,1.748188033
12079,12080,MWROW1-5,24,2499.995696,2499.995696,96.00016527,4.564349913,1.982271981
12080,12081,MWROW1-5,34,2499.99929,2499.99929,136.0000386,4.91265517,2.133539032
12081,12082,MWROW1-5,26,2500.001108,2500.001108,103.9999539,4.644390456,2.017033147
12082,12083,MWROW1-5,26,2500.001151,2500.001151,103.9999521,4.644390439,2.017033139
12083,12084,MWROW1-5,36,2500.000029,2500.000029,143.9999983,4.969813288,2.158362487
12084,12085,MWROW1-5,28,2499.998584,2499.998584,112.0000634,4.718499438,2.049218269
12085,12086,MWROW1-5,18,2500.000795,2500.000795,71.9999771,4.276665801,1.857332358
12086,12087,MWROW1-5,12,2499.999607,2499.999607,48.00000755,3.871201168,1.681241306
12087,12088,MWROW1-5,14,2500.002477,2500.002477,55.99994452,4.0253507,1.748187597
12088,12089,MWROW1-5,10,2499.995838,2499.995838,40.00006659,3.688881119,1.602060714
12089,12090,MWROW1-5,20,2499.997684,2499.997684,80.00007411,4.382027561,1.903090389
12090,12091,MWROW1-5,24,2499.99973,2499.99973,96.00001037,4.564348299,1.98227128
12091,12092,MWROW1-5,24,2499.999585,2499.999585,96.00001594,4.564348357,1.982271305
12092,12093,MWROW1-5,14,2488.830726,2488.830726,56.25131454,4.02982941,1.750132676
12093,12094,MWROW1-5,8,2499.99992,2499.99992,32.00000102,3.465735935,1.505149992
12094,12095,MWROW1-5,14,2499.998927,2499.998927,56.00002404,4.02535212,1.748188213
12095,12096,MWROW1-5,10,2499.998744,2499.998744,40.0000201,3.688879957,1.60206021
12096,12097,MWROW1-5,12,2499.998969,2499.998969,48.0000198,3.871201423,1.681241416
12097,12098,MWROW1-5,14,2499.997625,2499.997625,56.0000532,4.025352641,1.74818844
12098,12099,MWROW1-5,12,2485.081143,2485.081143,48.28816167,3.877186431,1.683840672
12099,12100,MWROW1-5,8,2499.999,2499.999,32.0000128,3.465736303,1.505150152
12100,12101,MWROW1-5,8,2489.393723,2489.393723,32.13633876,3.469987439,1.506996397
12101,12102,MWROW1-5,14,2474.335939,2474.335939,56.58083763,4.03567037,1.752669372
12102,12103,MWROW1-5,12,2500.003396,2500.003396,47.9999348,3.871199653,1.681240647
12103,12104,MWROW1-5,8,2500.000012,2500.000012,31.99999985,3.465735898,1.505149976
12104,12105,MWROW1-5,10,2494.541647,2494.541647,40.08752474,3.691065182,1.603009241
12105,12106,MWROW1-5,20,2499.996956,2499.996956,80.00009741,4.382027852,1.903090516
12106,12107,MWROW1-5,16,2500.000721,2500.000721,63.99998154,4.158882795,1.806179849
12107,12108,MWROW1-5,22,2500.00321,2500.00321,87.99988701,4.47733553,1.944482115
12108,12109,MWROW1-5,4,2500.000164,2500.000164,15.99999895,2.772588657,1.204119954
12109,12110,MWROW1-5,24,2500.001484,2500.001484,95.99994301,4.564347598,1.982270975
12110,12111,MWROW1-5,16,2499.999018,2499.999018,64.00002514,4.158883476,1.806180145
12111,12112,MWROW1-5,24,2499.999658,2499.999658,96.00001313,4.564348328,1.982271292
12112,12113,MWROW1-5,20,2500.001423,2500.001423,79.99995446,4.382026065,1.90308974
12113,12114,MWROW1-5,6,2499.999492,2499.999492,24.00000488,3.178054034,1.38021133
12114,12115,MWROW1-5,4,2477.822365,2477.822365,16.14320726,2.781499358,1.207989823
12115,12116,MWROW1-5,10,2483.75718,2483.75718,40.26158467,3.69539778,1.604890864
12116,12117,MWROW1-5,4,2499.996315,2499.996315,16.00002358,2.772590196,1.204120623
12117,12118,MWROW1-5,10,2500.000678,2500.000678,39.99998915,3.688879183,1.602059874
12118,12119,MWROW1-5,10,2499.999113,2499.999113,40.00001419,3.688879809,1.602060145
12119,12120,MWROW1-5,4,2435.003631,2435.003631,16.42708023,2.798931206,1.215560378
12120,12121,MWROW1-5,8,2499.976868,2499.976868,32.00029609,3.465745156,1.505153997
12121,12122,MWROW1-5,2,2808.061001,2808.061001,7.122352397,1.963238064,0.852623458
12122,12123,MWROW1-5,4,2499.99781,2499.99781,16.00001402,2.772589598,1.204120363
12123,12124,MWROW1-5,2,2500.001961,2500.001961,7.999993725,2.079440757,0.903089646
12124,12125,MWROW1-5,4,2485.762216,2485.762216,16.09164374,2.778300115,1.206600409
12125,12126,MWROW1-5,32,2499.998652,2499.998652,128.000069,4.852030803,2.107210204
12126,12127,MWROW1-5,8,2499.997193,2499.997193,32.00003593,3.465737026,1.505150466
12127,12128,MWROW1-5,12,2499.994965,2499.994965,48.00009667,3.871203025,1.681242112
12128,12129,MWROW1-5,10,2499.998875,2499.998875,40.000018,3.688879904,1.602060187
12129,12130,MWROW1-5,14,2499.996383,2499.996383,56.00008102,4.025353138,1.748188655
12130,12131,MWROW1-5,24,2499.999176,2499.999176,96.00003164,4.564348521,1.982271376
12131,12132,MWROW1-5,12,2499.998906,2499.998906,48.000021,3.871201449,1.681241427
12132,12133,MWROW1-5,40,2371.154202,2371.154202,168.6942164,5.128087705,2.227100193
12133,12134,MWROW1-5,16,2499.997161,2499.997161,64.00007268,4.158884219,1.806180467
12134,12135,MWROW1-5,8,2500.003035,2500.003035,31.99996115,3.465734689,1.505149451
12135,12136,MWROW1-5,18,2461.929984,2461.929984,73.11337088,4.292011262,1.863996807
12136,12137,MWROW1-5,16,2499.996606,2499.996606,64.00008689,4.158884441,1.806180564
12137,12138,MWROW1-5,10,2499.99652,2499.99652,40.00005568,3.688880846,1.602060596
12138,12139,MWROW1-5,8,2484.251558,2484.251558,32.20285794,3.472055204,1.507894416
12139,12140,MWROW1-5,10,2500.007976,2500.007976,39.99987238,3.688876264,1.602058606
12140,12141,MWROW1-5,12,2499.996636,2499.996636,48.00006459,3.871202357,1.681241822
12141,12142,MWROW1-5,0,2474.685117,2474.685117,0,#NAME?,#NAME?
12142,12143,MWROW1-5,4,2500.008745,2500.008744,15.99994404,2.772585225,1.204118464
12143,12144,MWROW1-5,2,2500.006794,2500.006794,7.999978259,2.079438824,0.903088807
12144,12145,MWROW1-5,10,2500.000242,2500.000242,39.99999613,3.688879357,1.602059949
12145,12146,MWROW1-5,10,2499.977204,2499.977204,40.00036474,3.688888573,1.602063951
12146,12147,MWROW1-5,48,2500.003177,2500.003177,191.999756,5.257494101,2.283300677
12147,12148,MWROW1-5,22,2500.002709,2500.002709,87.99990464,4.477335731,1.944482202
12148,12149,MWROW1-5,6,2499.996122,2499.996122,24.00003723,3.178055382,1.380211915
12149,12150,MWROW1-5,18,2499.994749,2499.994749,72.00015123,4.276668219,1.857333409
12150,12151,MWROW1-5,20,2500.001111,2500.001111,79.99996445,4.38202619,1.903089794
12151,12152,MWROW1-5,34,2500.004678,2500.004678,135.9997455,4.912653015,2.133538096
12152,12153,MWROW1-5,60,2495.275906,2495.275906,240.4543716,5.482530349,2.381032677
12153,12154,MWROW1-5,34,2499.999752,2499.999752,136.0000135,4.912654985,2.133538951
12154,12155,MWROW1-5,38,2500.000178,2500.000178,151.9999892,5.02388045,2.181843557
12155,12156,MWROW1-5,18,2499.999756,2499.999756,72.00000703,4.276666217,1.857332539
12156,12157,MWROW1-5,36,2499.998038,2499.998038,144.000113,4.969814084,2.158362833
12157,12158,MWROW1-5,40,2500.002166,2500.002166,159.9998614,5.075172949,2.204119606
12158,12159,MWROW1-5,54,2500.000788,2500.000788,215.9999319,5.375278092,2.334453614
12159,12160,MWROW1-5,12,2488.38404,2488.38404,48.22406754,3.875858223,1.683263839
12160,12161,MWROW1-5,0,2457.006897,2457.006897,0,#NAME?,#NAME?
12161,12162,MWROW1-5,2,2500.001202,2500.001202,7.999996154,2.079441061,0.903089778
12162,12163,MWROW1-5,0,2500.006202,2500.006202,0,#NAME?,#NAME?
12163,12164,MWROW1-5,2,2489.307599,2489.307599,8.034362651,2.083727674,0.904951431
12164,12165,MWROW1-5,4,2499.996534,2499.996534,16.00002218,2.772590109,1.204120585
12165,12166,MWROW1-5,0,4430.090743,4430.090743,0,#NAME?,#NAME?
12166,12167,MWROW1-5,2,2500.00617,2500.00617,7.999980256,2.079439074,0.903088915
12167,12168,MWROW1-5,12,2477.573065,2477.573065,48.43449491,3.880212265,1.685154775
12168,12169,MWROW1-5,0,2499.999709,2499.999709,0,#NAME?,#NAME?
12169,12170,MWROW1-5,22,2499.972487,2499.972487,88.00096847,4.47734782,1.944487452
12170,12171,MWROW1-5,8,2500.000556,2500.000556,31.99999288,3.46573568,1.505149882
12171,12172,MWROW1-5,8,2500.174167,2500.174167,31.99777082,3.465666238,1.505119723
12172,12173,MWROW1-5,24,2500.000293,2500.000293,95.99998875,4.564348074,1.982271182
12173,12174,MWROW1-5,28,2499.997203,2499.997203,112.0001253,4.71849999,2.049218509
12174,12175,MWROW1-5,26,2462.231298,2462.231298,105.5952786,4.65961366,2.023644501
12175,12176,MWROW1-5,16,2500.004311,2500.004311,63.99988964,4.158881359,1.806179225
12176,12177,MWROW1-5,24,2500.00232,2500.00232,95.99991091,4.564347263,1.98227083
12177,12178,MWROW1-5,8,2500.004336,2500.004336,31.9999445,3.465734168,1.505149225
12178,12179,MWROW1-5,2,2499.996824,2499.996824,8.000010163,2.079442812,0.903090539
12179,12180,MWROW1-5,14,2500.000483,2500.000483,55.99998918,4.025351498,1.748187943
12180,12181,MWROW1-5,18,2499.985416,2499.985416,72.00042002,4.276671953,1.85733503
12181,12182,MWROW1-5,10,2936.017955,2936.017955,34.05973721,3.52811596,1.532241293
12182,12183,MWROW1-5,26,2472.039086,2472.039086,105.1763305,4.65563828,2.021918015
12183,12184,MWROW1-5,30,2470.359798,2470.359798,121.4398001,4.799418667,2.084361044
12184,12185,MWROW1-5,16,2443.567981,2443.567981,65.47802281,4.181714557,1.816095557
12185,12186,MWROW1-5,20,2469.036873,2469.036873,81.00324551,4.394489222,1.90850242
12186,12187,MWROW1-5,8,2500.04727,2500.04727,31.99939496,3.465716995,1.505141767
12187,12188,MWROW1-5,2,2499.99919,2499.99919,8.000002592,2.079441866,0.903090128
12188,12189,MWROW1-5,6,2499.994235,2499.994235,24.00005534,3.178056136,1.380212243
12189,12190,MWROW1-5,16,3636.279713,3636.279713,44.0010155,3.784212713,1.6434627
12190,12191,MWROW1-5,2,2496.147255,2496.147255,8.012347813,2.080983828,0.903759794
12191,12192,MWROW1-5,20,2477.693364,2477.693364,80.72023879,4.390989334,1.906982438
12192,12193,MWROW1-5,10,2500.003603,2500.003603,39.99994235,3.688878013,1.602059365
12193,12194,MWROW1-5,8,2500.004986,2500.004986,31.99993618,3.465733908,1.505149112
12194,12195,MWROW1-5,22,2564.413662,2564.413662,85.78959131,4.451897686,1.933434599
12195,12196,MWROW1-5,6,2387.172408,2387.172408,25.13433877,3.22423499,1.400267464
12196,12197,MWROW1-5,16,2497.863665,2497.863665,64.05473695,4.159737983,1.806551252
12197,12198,MWROW1-5,12,2493.97028,2493.97028,48.11605052,3.873615812,1.682289972
12198,12199,MWROW1-5,30,2500.000615,2500.000615,119.9999705,4.787491497,2.079181139
12199,12200,MWROW1-5,22,2456.368078,2456.368078,89.5631245,4.494943678,1.952129236
12200,12201,MWROW1-5,22,2499.998285,2499.998285,88.00006037,4.4773375,1.94448297
12201,12202,MWROW1-5,30,2500.003109,2500.003109,119.9998508,4.787490499,2.079180706
12202,12203,MWROW1-5,20,2500.00306,2500.00306,79.99990208,4.382025411,1.903089455
12203,12204,MWROW1-5,14,2500.001361,2500.001361,55.99996951,4.025351146,1.748187791
12204,12205,MWROW1-5,22,2500.000878,2500.000878,87.99996909,4.477336463,1.94448252
12205,12206,MWROW1-5,12,2500.001765,2500.001765,47.99996611,3.871200305,1.681240931
12206,12207,MWROW1-5,18,2499.993227,2499.993227,72.00019506,4.276668828,1.857333673
12207,12208,MWROW1-5,20,2500.002503,2500.002503,79.9999199,4.382025633,1.903089552
12208,12209,MWROW1-5,14,2500.00098,2500.00098,55.99997805,4.025351299,1.748187857
12209,12210,MWROW1-5,8,2500.003936,2500.003936,31.99994962,3.465734328,1.505149295
12210,12211,MWROW1-5,8,2500.002867,2500.002867,31.9999633,3.465734756,1.50514948
12211,12212,MWROW1-5,8,2470.920266,2470.920266,32.37660118,3.477435976,1.510231256
12212,12213,MWROW1-5,28,2476.501907,2476.501907,113.0627032,4.72794256,2.053319365
12213,12214,MWROW1-5,4,2499.99561,2499.99561,16.0000281,2.772590478,1.204120745
12214,12215,MWROW1-5,10,2983.591889,2983.591889,33.5166483,3.512042279,1.525260582
12215,12216,MWROW1-5,14,2801.409433,2801.409433,49.97484422,3.911519763,1.698751449
12216,12217,MWROW1-5,24,2500.004045,2500.004045,95.99984467,4.564346573,1.98227053
12217,12218,MWROW1-5,30,2500.001082,2500.001082,119.9999481,4.78749131,2.079181058
12218,12219,MWROW1-5,26,2500.000381,2500.000381,103.9999842,4.644390747,2.017033273
12219,12220,MWROW1-5,24,2462.962105,2462.962105,97.44364297,4.57927419,1.988753512
12220,12221,MWROW1-5,2,2499.998753,2499.998753,8.00000399,2.07944204,0.903090204
12221,12222,MWROW1-5,0,2499.999266,2499.999266,0,#NAME?,#NAME?
12222,12223,MWROW1-5,2,2499.997615,2499.997615,8.000007632,2.079442496,0.903090401
